#{"t_start": 1748266838.0767527, "env_id": "None"}
r,l,t
-9.969695,20,6.080096
-10.634435,20,6.102922
-5.884874,20,6.125043
-9.995242,20,6.15045
-11.824558,20,6.173962
-11.571907,20,6.196971
-12.254528,20,6.220962
-10.995287,20,6.244962
-5.965989,20,6.269467
-6.286149,20,6.29147
-12.829854,20,6.31347
-7.287284,20,6.33547
-7.918155,20,6.359475
-7.057605,20,6.383624
-8.425317,20,6.406624
-7.955713,20,6.429624
-9.244848,20,6.452624
-9.965121,20,6.475815
-7.906654,20,6.499127
-9.748271,20,6.52213
-10.336866,20,6.545126
-10.437479,20,6.570276
-7.762906,20,6.592284
-8.337525,20,6.615378
-9.076181,20,6.639279
-8.370526,20,7.70364
-6.742561,20,7.731259
-11.298757,20,7.757268
-11.881209,20,7.782518
-9.287658,20,7.80852
-11.632413,20,7.83952
-12.018962,20,7.897036
-9.249203,20,7.937033
-6.96458,20,7.971541
-11.34858,20,7.998546
-10.094208,20,8.025544
-10.750295,20,8.062095
-8.695828,20,8.086605
-12.310089,20,8.112605
-9.393203,20,8.139605
-9.731244,20,8.17363
-13.953125,20,8.198636
-7.837777,20,8.225636
-9.534654,20,8.252636
-9.783676,20,8.286156
-10.415839,20,8.312155
-9.935515,20,8.337156
-7.960733,20,8.368163
-10.877369,20,8.395679
-8.091629,20,8.421679
-7.715746,20,8.446679
-10.826815,20,8.480115
-12.319794,20,8.509113
-10.260067,20,8.535116
-10.845113,20,8.56412
-10.412471,20,8.594644
-8.909434,20,8.619644
-8.083543,20,8.645643
-10.642659,20,8.67417
-10.994026,20,8.70417
-8.748668,20,8.72917
-7.994586,20,8.757179
-8.6362,20,8.788694
-10.695966,20,8.816694
-8.483401,20,8.841693
-8.80575,20,8.867702
-10.080299,20,8.897417
-11.267089,20,8.927416
-10.903579,20,8.952418
-7.74215,20,8.981586
-9.69231,20,9.012585
-11.36981,20,9.037586
-10.645693,20,9.062589
-7.986644,20,9.091097
-12.621959,20,9.121096
-6.147895,20,9.146096
-7.125692,20,9.171099
-10.206468,20,9.198683
-9.930396,20,9.227683
-6.272536,20,9.253682
-10.668244,20,9.27819
-7.973372,20,9.305467
-8.653965,20,9.33535
-10.806532,20,9.361357
-9.588614,20,9.387869
-9.269654,20,9.415531
-8.10575,20,9.44853
-9.005374,20,9.475053
-8.915675,20,9.508072
-7.884852,20,9.540073
-11.964999,20,9.56608
-8.022886,20,9.591596
-8.298677,20,9.618596
-9.653437,20,9.649596
-11.888574,20,9.675117
-11.164853,20,9.700118
-11.775888,20,9.728468
-12.581029,20,9.759475
-9.763034,20,9.784986
-6.032244,20,9.811986
-10.877219,20,9.842987
-9.107738,20,9.871501
-12.13355,20,9.89751
-6.229484,20,9.92551
-9.382631,20,9.958269
-8.7895,20,9.986785
-6.433257,20,10.01279
-11.121869,20,10.04079
-10.846687,20,10.07179
-9.176039,20,10.098855
-9.913073,20,10.124855
-7.587853,20,10.153397
-10.833614,20,10.184911
-8.234217,20,10.211422
-7.948486,20,10.237422
-9.631738,20,10.268427
-7.680284,20,10.297939
-9.463729,20,10.325938
-12.402178,20,10.355939
-9.553207,20,10.386453
-9.91349,20,10.413452
-10.538671,20,10.439452
-8.579208,20,10.467468
-8.050914,20,10.49998
-8.042482,20,10.527979
-10.139929,20,10.558987
-9.72292,20,10.595259
-10.12272,20,10.622253
-10.095012,20,11.651722
-8.838809,20,11.675242
-7.456748,20,11.699241
-11.138782,20,11.724242
-8.25395,20,11.749242
-8.540008,20,11.773761
-10.326551,20,11.797761
-10.717352,20,11.82176
-6.762107,20,11.847761
-5.878162,20,11.871768
-9.528737,20,11.895279
-6.853359,20,11.918279
-10.955518,20,11.94428
-9.582751,20,11.970287
-6.272983,20,11.994804
-13.080322,20,12.018803
-8.86136,20,12.044523
-10.16716,20,12.07053
-8.080579,20,12.095042
-11.381609,20,12.119048
-11.513564,20,12.143044
-10.838041,20,12.171052
-10.828449,20,12.194564
-11.831395,20,12.218564
-11.592912,20,12.242566
-8.981427,20,12.270074
-9.160838,20,12.294585
-10.393049,20,12.318587
-7.501428,20,12.343098
-7.282899,20,12.368995
-10.508768,20,12.395507
-6.992044,20,12.421508
-11.644325,20,12.445508
-10.857197,20,12.471515
-8.718039,20,12.49803
-9.383441,20,12.52203
-9.846514,20,12.54603
-8.094934,20,12.571038
-11.6509,20,12.60455
-7.853539,20,12.63055
-8.143245,20,12.65455
-12.217613,20,12.681159
-10.649733,20,12.707159
-11.287845,20,12.730159
-13.500317,20,12.754159
-9.756291,20,12.778678
-11.827069,20,12.806629
-8.286061,20,12.830629
-6.478946,20,12.854628
-7.813222,20,12.879154
-8.109241,20,12.906151
-8.867533,20,12.931155
-9.468962,20,12.956154
-11.231987,20,12.979672
-7.146873,20,13.007673
-10.550799,20,13.032672
-10.329034,20,13.056672
-6.989111,20,13.080194
-8.256859,20,13.106053
-7.48868,20,13.132959
-8.62463,20,13.15796
-8.507704,20,13.183482
-8.532826,20,13.213482
-10.166834,20,13.241482
-8.815234,20,13.27049
-10.63136,20,13.299592
-8.650397,20,13.330592
-8.779981,20,13.365599
-10.403633,20,13.395118
-8.370696,20,13.426118
-9.37593,20,13.457118
-7.285247,20,13.482642
-11.643132,20,13.510642
-7.067288,20,13.539642
-7.406661,20,13.57165
-8.562366,20,13.599168
-7.345244,20,13.627782
-9.223058,20,13.65966
-10.786449,20,13.685169
-7.454082,20,13.712171
-6.397332,20,13.742182
-8.112255,20,13.773698
-7.093011,20,13.800707
-7.451481,20,13.826707
-7.420029,20,13.853707
-6.795447,20,13.883227
-10.367708,20,13.912228
-8.213629,20,13.938226
-9.992723,20,13.972894
-7.926938,20,13.998413
-9.622888,20,14.025409
-5.843613,20,14.054202
-10.977078,20,14.083727
-8.837154,20,14.111727
-12.239628,20,14.137727
-9.90099,20,14.166958
-12.628313,20,14.19847
-8.685027,20,14.225471
-11.257871,20,14.25547
-8.59948,20,14.289134
-8.662267,20,14.316134
-9.58133,20,14.342134
-8.522133,20,15.469988
-8.400678,20,15.493607
-9.364498,20,15.517607
-8.385342,20,15.545607
-10.593217,20,15.570616
-9.792804,20,15.596134
-8.718354,20,15.620134
-7.745707,20,15.645134
-8.512713,20,15.672142
-12.098186,20,15.696657
-9.991143,20,15.720656
-6.915586,20,15.745656
-9.163138,20,15.771664
-10.905644,20,15.796175
-10.037565,20,15.821176
-7.984705,20,15.847176
-9.889811,20,15.873182
-9.280972,20,15.897698
-8.135001,20,15.921699
-7.896125,20,15.945698
-10.324957,20,15.976225
-8.749693,20,16.001225
-11.519463,20,16.026225
-9.001441,20,16.050225
-5.979675,20,16.077444
-10.289014,20,16.103441
-7.746691,20,16.127444
-8.716589,20,16.151442
-8.399891,20,16.178968
-8.1325,20,16.20597
-9.192444,20,16.229968
-10.481712,20,16.253968
-7.261663,20,16.280513
-10.123454,20,16.307514
-10.409383,20,16.332514
-9.889443,20,16.357029
-8.947041,20,16.381547
-8.462636,20,16.407547
-7.736985,20,16.432548
-10.329544,20,16.457547
-9.307991,20,16.484065
-9.74104,20,16.511065
-8.497547,20,16.537062
-6.275658,20,16.561072
-8.142416,20,16.587591
-7.652351,20,16.612589
-8.791816,20,16.637591
-8.778304,20,16.661599
-8.581181,20,16.685117
-4.95982,20,16.711762
-8.104914,20,16.736762
-8.401323,20,16.760771
-8.281154,20,16.786286
-11.522883,20,16.815095
-11.214684,20,16.841094
-8.76181,20,16.8641
-7.889516,20,16.892608
-7.030968,20,16.92761
-10.166663,20,16.952611
-7.25123,20,16.976127
-7.56775,20,17.000127
-8.405191,20,17.027127
-11.075249,20,17.053127
-10.991289,20,17.078642
-7.250069,20,17.102642
-4.653083,20,17.129642
-9.905478,20,17.156643
-11.159213,20,17.18216
-9.917675,20,17.20916
-7.599142,20,17.24016
-8.225341,20,17.268165
-12.907056,20,17.294675
-8.427316,20,17.322731
-10.153015,20,17.353252
-8.644658,20,17.380772
-9.095878,20,17.406772
-6.842367,20,17.434734
-8.910778,20,17.465742
-8.581777,20,17.491257
-12.024699,20,17.517257
-6.793097,20,17.545258
-11.801504,20,17.577784
-9.218342,20,17.603783
-6.902334,20,17.629784
-7.183668,20,17.661316
-11.693969,20,17.689834
-11.48747,20,17.716835
-12.301634,20,17.742834
-10.101463,20,17.775352
-10.30115,20,17.803363
-6.66097,20,17.830363
-6.594534,20,17.881893
-10.810216,20,17.912891
-6.272763,20,17.940889
-9.16209,20,17.969898
-10.041511,20,18.002414
-11.858941,20,18.030414
-9.674063,20,18.057414
-7.213172,20,18.096523
-10.420254,20,18.131526
-7.711585,20,18.160526
-11.025125,20,18.204614
-5.756179,20,18.232616
-8.968638,20,19.262956
-6.159452,20,19.289464
-7.229785,20,19.31446
-9.628547,20,19.342387
-3.944442,20,19.373392
-5.689889,20,19.399413
-4.16496,20,19.424413
-8.344128,20,19.454412
-4.521426,20,19.482926
-7.302601,20,19.508927
-6.639986,20,19.534926
-11.974915,20,19.565043
-9.742803,20,19.597558
-6.949485,20,19.623559
-3.844485,20,19.650558
-8.140758,20,19.680077
-10.643667,20,19.707078
-5.718965,20,19.732077
-10.159831,20,19.759563
-10.460994,20,19.790085
-6.917901,20,19.815084
-9.176967,20,19.841082
-5.915216,20,19.868138
-10.202293,20,19.897654
-9.72542,20,19.922654
-9.950051,20,19.947655
-9.013163,20,19.974993
-7.907709,20,20.004608
-6.707958,20,20.029608
-10.264843,20,20.054608
-4.585726,20,20.083133
-7.624951,20,20.113133
-10.830342,20,20.138135
-5.405464,20,20.165143
-6.257826,20,20.195659
-7.035667,20,20.227656
-6.895656,20,20.253656
-8.13122,20,20.281187
-8.728106,20,20.311186
-11.513829,20,20.336186
-7.374027,20,20.362193
-7.031145,20,20.389709
-9.30026,20,20.420224
-11.806285,20,20.44522
-5.57814,20,20.472234
-6.21589,20,20.500744
-7.417156,20,20.531744
-6.746622,20,20.557744
-9.482296,20,20.58426
-6.134447,20,20.613862
-9.604373,20,20.642862
-6.890836,20,20.668869
-9.262145,20,20.69638
-9.155957,20,20.727379
-4.633003,20,20.755379
-6.476983,20,20.781902
-11.63696,20,20.808902
-6.712871,20,20.839902
-9.660423,20,20.86491
-8.441384,20,20.890421
-7.662613,20,20.91937
-9.848641,20,20.95037
-8.549958,20,20.975379
-7.873167,20,21.000989
-9.212046,20,21.032963
-10.198692,20,21.060982
-7.729226,20,21.092608
-7.527595,20,21.119602
-6.805344,20,21.148608
-10.399246,20,21.179208
-5.760742,20,21.207134
-10.219696,20,21.238129
-7.650097,20,21.270146
-7.813623,20,21.296759
-9.699101,20,21.323665
-5.500362,20,21.352668
-8.453714,20,21.380309
-8.877987,20,21.411297
-7.822959,20,21.438701
-8.716081,20,21.47172
-9.465814,20,21.501238
-4.634839,20,21.527238
-9.193527,20,21.556238
-10.813785,20,21.58875
-7.146325,20,21.61575
-9.769609,20,21.64275
-7.645787,20,21.670757
-8.874769,20,21.699272
-8.169571,20,21.729273
-9.416507,20,21.756272
-6.371024,20,21.790419
-6.512491,20,21.816419
-5.233073,20,21.842419
-8.444003,20,21.871427
-11.438922,20,21.901938
-10.447736,20,21.928934
-6.535813,20,21.955939
-5.07679,20,21.984461
-9.061259,20,22.015458
-8.574629,20,22.044461
-8.439043,20,22.070468
-10.412242,20,22.101982
-7.718632,20,23.112639
-9.393662,20,23.144684
-6.747003,20,23.171643
-3.386851,20,23.195323
-8.56346,20,23.2194
-6.954731,20,23.245813
-8.923334,20,23.273815
-6.626152,20,23.29932
-4.662811,20,23.323319
-9.649393,20,23.34932
-7.150807,20,23.376322
-4.386857,20,23.400454
-8.002272,20,23.425454
-5.511005,20,23.44996
-9.722004,20,23.476962
-4.592016,20,23.501466
-7.935676,20,23.525467
-10.919447,20,23.549466
-7.088923,20,23.576469
-3.976364,20,23.602513
-6.957252,20,23.626512
-7.89442,20,23.650512
-6.640651,20,23.678911
-4.737708,20,23.70392
-7.598049,20,23.72992
-6.22758,20,23.75592
-7.078525,20,23.781441
-6.512592,20,23.809445
-9.142082,20,23.833444
-6.063036,20,23.857446
-7.887836,20,23.885963
-9.955125,20,23.913963
-4.582474,20,23.937963
-7.182497,20,23.962965
-9.922803,20,23.989486
-6.447575,20,24.015486
-7.081141,20,24.040486
-8.29435,20,24.064495
-7.07605,20,24.092005
-7.761779,20,24.117006
-5.592177,20,24.142005
-4.946352,20,24.167013
-8.975728,20,24.193528
-9.638168,20,24.220529
-8.670024,20,24.245528
-8.791904,20,24.270532
-6.16673,20,24.296189
-9.463462,20,24.323057
-8.088276,20,24.347057
-8.128478,20,24.371066
-6.641146,20,24.395581
-5.395273,20,24.422581
-8.539704,20,24.447582
-6.195129,20,24.481595
-9.232188,20,24.512598
-7.707944,20,24.542598
-2.654068,20,24.571605
-6.516708,20,24.598124
-7.571916,20,24.62901
-9.679915,20,24.66001
-8.003973,20,24.690535
-3.236618,20,24.721535
-7.768701,20,24.753535
-4.335642,20,24.782063
-3.527344,20,24.80906
-7.596268,20,24.842459
-7.648024,20,24.878462
-7.01684,20,24.915973
-7.748392,20,24.955971
-5.74399,20,24.992486
-8.864066,20,25.021488
-5.711059,20,25.054486
-3.370661,20,25.083009
-4.186523,20,25.110012
-8.09821,20,25.141562
-6.557261,20,25.172464
-8.269721,20,25.200983
-8.724347,20,25.227983
-5.978507,20,25.257983
-6.343923,20,25.289508
-7.408263,20,25.316508
-9.559867,20,25.345508
-7.928876,20,25.377529
-5.413129,20,25.40804
-8.5197,20,25.43704
-10.073665,20,25.466255
-6.592333,20,25.497262
-4.955302,20,25.526262
-6.103294,20,25.553262
-7.314067,20,25.590784
-11.048048,20,25.616781
-9.449957,20,25.642784
-9.234019,20,25.673791
-7.134028,20,25.720304
-5.762441,20,25.747302
-5.848307,20,25.77631
-8.236493,20,25.807825
-4.121126,20,25.834826
-6.273576,20,25.860825
-11.643464,20,25.889963
-5.655872,20,25.920967
-6.505438,20,25.948964
-5.946937,20,26.969509
-5.597101,20,26.994025
-8.18965,20,27.017027
-7.717716,20,27.043494
-3.855476,20,27.067376
-7.429521,20,27.095887
-7.842672,20,27.119887
-11.180542,20,27.144884
-5.933779,20,27.170895
-6.344613,20,27.195411
-5.361156,20,27.218412
-5.059213,20,27.242411
-7.264797,20,27.270419
-7.403965,20,27.296573
-6.919742,20,27.320571
-7.853413,20,27.343571
-8.880474,20,27.370212
-6.646251,20,27.397728
-10.009601,20,27.421728
-5.954398,20,27.444728
-5.122695,20,27.469736
-5.463798,20,27.496247
-7.808341,20,27.520763
-5.559475,20,27.544763
-9.494815,20,27.571075
-7.411741,20,27.595584
-9.218096,20,27.620586
-7.190521,20,27.644586
-5.268396,20,27.667591
-8.304299,20,27.695102
-6.654339,20,27.720102
-7.809127,20,27.744103
-7.668089,20,27.769108
-8.185073,20,27.799614
-7.242524,20,27.824614
-6.443465,20,27.847614
-6.916067,20,27.871619
-8.006914,20,27.900131
-9.207007,20,27.92613
-5.950057,20,27.95013
-7.895554,20,27.973136
-7.06246,20,27.999639
-6.125984,20,28.025649
-5.347172,20,28.04964
-7.605724,20,28.074643
-7.74275,20,28.100622
-6.709033,20,28.126623
-7.772862,20,28.150623
-9.116236,20,28.17463
-5.662278,20,28.198141
-6.155124,20,28.234138
-6.682126,20,28.261138
-6.061671,20,28.28565
-5.406236,20,28.311652
-8.385834,20,28.348649
-8.444897,20,28.37766
-8.302713,20,28.403806
-4.49643,20,28.433807
-6.23244,20,28.466815
-7.206842,20,28.493333
-5.946384,20,28.521333
-8.306801,20,28.550844
-9.250614,20,28.577854
-7.966295,20,28.604363
-7.176306,20,28.631362
-5.833027,20,28.662363
-8.058715,20,28.688886
-6.472705,20,28.715886
-6.103087,20,28.745915
-6.727857,20,28.777916
-4.619567,20,28.803939
-5.737321,20,28.829939
-7.217082,20,28.862941
-6.941744,20,28.890456
-7.63575,20,28.919456
-9.254529,20,28.948463
-7.153732,20,28.979985
-7.515215,20,29.005989
-6.562797,20,29.030988
-7.625027,20,29.065992
-4.620705,20,29.095058
-8.081949,20,29.121058
-10.193745,20,29.147058
-7.549115,20,29.180215
-9.229218,20,29.207726
-5.904041,20,29.234726
-5.555667,20,29.264726
-9.046818,20,29.295249
-5.155333,20,29.32325
-8.139039,20,29.351249
-4.734723,20,29.381603
-6.901206,20,29.410603
-7.000092,20,29.4386
-7.973928,20,29.467613
-6.56348,20,29.498127
-7.8199,20,29.526127
-7.829347,20,29.553131
-4.298988,20,29.581157
-6.510454,20,29.612157
-6.304544,20,29.639156
-9.096144,20,29.666161
-7.710206,20,29.695672
-6.849787,20,29.725675
-6.367189,20,30.723936
-5.152492,20,30.751936
-5.377703,20,30.777028
-8.2267,20,30.801647
-6.971858,20,30.825556
-6.002212,20,30.850652
-6.470504,20,30.877564
-5.867774,20,30.902187
-6.020131,20,30.926184
-4.456354,20,30.954185
-9.53675,20,30.980194
-6.912356,20,31.004709
-4.823767,20,31.028714
-6.891947,20,31.055773
-7.054713,20,31.082295
-1.53141,20,31.108294
-5.169519,20,31.132294
-3.648624,20,31.158294
-5.932514,20,31.18382
-4.145521,20,31.20982
-1.77781,20,31.23482
-6.710354,20,31.261636
-4.762368,20,31.288161
-5.303715,20,31.312161
-6.556483,20,31.337161
-5.904073,20,31.361161
-3.693009,20,31.39068
-6.559105,20,31.41568
-4.104846,20,31.440679
-5.021649,20,31.46568
-4.109366,20,31.495203
-3.81234,20,31.521203
-7.303071,20,31.546201
-9.764994,20,31.571211
-5.79313,20,31.598446
-6.103115,20,31.624961
-4.69533,20,31.648961
-5.485095,20,31.672969
-7.149324,20,31.700484
-4.233034,20,31.726484
-6.116881,20,31.750484
-5.166722,20,31.774492
-5.184113,20,31.80101
-8.29279,20,31.82701
-6.925557,20,31.851011
-8.144851,20,31.876019
-4.06265,20,31.903534
-5.018648,20,31.929534
-6.40115,20,31.953534
-5.441359,20,31.977542
-6.538546,20,32.008055
-7.700423,20,32.036053
-6.704706,20,32.061055
-6.281047,20,32.084577
-5.536917,20,32.114577
-6.739444,20,32.143577
-5.774927,20,32.167585
-5.790335,20,32.192093
-9.349971,20,32.218094
-4.477499,20,32.245094
-10.95412,20,32.269098
-8.602301,20,32.292616
-7.519007,20,32.318618
-6.872118,20,32.345615
-4.790852,20,32.371624
-6.303514,20,32.397143
-7.64509,20,32.425143
-6.547462,20,32.456143
-3.197495,20,32.482669
-7.20186,20,32.509667
-7.076005,20,32.543667
-7.660347,20,32.574675
-5.388189,20,32.600185
-5.694278,20,32.626692
-7.675237,20,32.6577
-4.363281,20,32.685224
-7.985438,20,32.712227
-4.111373,20,32.741225
-4.91345,20,32.777232
-7.29109,20,32.804749
-3.998024,20,32.830748
-5.595024,20,32.859751
-6.189478,20,32.890267
-8.067397,20,32.917267
-6.038338,20,32.943267
-6.23508,20,32.976275
-6.902458,20,33.003795
-5.662458,20,33.029792
-3.538353,20,33.058792
-5.68079,20,33.089311
-3.018955,20,33.117311
-5.961309,20,33.14331
-4.214293,20,33.171318
-6.438512,20,33.202837
-4.919078,20,33.229838
-6.095303,20,33.255837
-5.764341,20,33.288062
-5.593947,20,33.316915
-3.951413,20,33.342916
-4.412739,20,33.369923
-3.873399,20,33.401404
-6.680079,20,33.430403
-5.790704,20,34.460179
-3.506845,20,34.484698
-5.658101,20,34.508701
-3.861875,20,34.533699
-5.560706,20,34.561698
-6.945215,20,34.58822
-6.519032,20,34.613216
-4.052307,20,34.637225
-3.903227,20,34.665726
-4.927546,20,34.693252
-7.788104,20,34.717254
-7.392411,20,34.741256
-4.907501,20,34.770262
-7.093761,20,34.794772
-5.184919,20,34.819774
-6.18935,20,34.844774
-6.561849,20,34.871778
-5.057295,20,34.897294
-3.228859,20,34.924294
-7.690236,20,34.949291
-5.666737,20,34.977108
-3.756922,20,35.003623
-4.879721,20,35.027624
-5.679024,20,35.051624
-6.594419,20,35.085143
-6.377026,20,35.111142
-4.885005,20,35.143145
-4.614746,20,35.171154
-4.749935,20,35.206667
-7.417838,20,35.236669
-4.64307,20,35.260671
-5.430718,20,35.288189
-6.597904,20,35.31419
-5.783529,20,35.33919
-6.059812,20,35.363189
-4.028277,20,35.390708
-5.556378,20,35.416706
-4.629712,20,35.44171
-5.878284,20,35.465708
-4.707831,20,35.492227
-6.153306,20,35.517229
-7.401149,20,35.543227
-5.252461,20,35.568234
-6.764249,20,35.594392
-7.23757,20,35.620391
-5.560191,20,35.645391
-5.149751,20,35.669392
-4.748882,20,35.693415
-7.247323,20,35.722415
-5.590736,20,35.746416
-3.389117,20,35.770423
-4.938824,20,35.795588
-4.758489,20,35.823612
-5.41177,20,35.848612
-4.209092,20,35.872619
-5.145465,20,35.897136
-8.334174,20,35.922894
-4.201022,20,35.948891
-7.718707,20,35.972897
-3.549363,20,35.996412
-2.789895,20,36.023411
-8.495519,20,36.049412
-4.840578,20,36.07442
-6.255223,20,36.099612
-6.843981,20,36.127184
-5.861076,20,36.158184
-5.310488,20,36.186708
-7.897235,20,36.213709
-4.996942,20,36.243707
-2.115066,20,36.280712
-4.773595,20,36.308232
-5.123091,20,36.337229
-2.921762,20,36.365232
-3.468821,20,36.393755
-4.992852,20,36.419754
-6.390577,20,36.447974
-4.545728,20,36.477887
-6.594304,20,36.505402
-5.717017,20,36.531402
-6.050014,20,36.694768
-5.43058,20,36.722768
-4.497335,20,36.748767
-4.991952,20,36.77977
-4.603648,20,36.810276
-5.36451,20,36.835276
-4.746607,20,36.863429
-6.108863,20,36.893808
-5.269175,20,36.919808
-7.793168,20,36.945808
-6.803552,20,36.977809
-3.458986,20,37.010328
-4.716836,20,37.036328
-5.443685,20,37.064328
-5.949927,20,37.09585
-6.862819,20,37.12585
-7.406346,20,37.15285
-4.706565,20,37.180858
-5.864821,20,37.212373
-5.016513,20,37.239373
-5.809976,20,37.265373
-6.19763,20,37.294899
-6.111901,20,37.328902
-6.707861,20,37.354899
-4.612631,20,38.389385
-6.059467,20,38.413382
-2.033545,20,38.437384
-3.714666,20,38.477387
-5.716936,20,38.505898
-3.882448,20,38.529897
-2.95338,20,38.556903
-2.977975,20,38.582904
-3.968703,20,38.608412
-2.934171,20,38.632415
-2.334698,20,38.657415
-5.823684,20,38.682423
-3.108097,20,38.707463
-3.884432,20,38.731463
-5.5221,20,38.754987
-3.684484,20,38.782779
-5.306359,20,38.808297
-3.401356,20,38.833294
-5.803587,20,38.857297
-4.785718,20,38.885451
-4.408904,20,38.911457
-4.026865,20,38.936457
-7.98084,20,38.960457
-4.484071,20,38.985966
-5.318123,20,39.012973
-3.727845,20,39.03697
-4.246789,20,39.06097
-3.644181,20,39.088695
-3.508972,20,39.114695
-3.533659,20,39.140695
-4.20221,20,39.163694
-4.856435,20,39.190595
-2.724797,20,39.216477
-4.794616,20,39.240477
-5.72626,20,39.264477
-7.500825,20,39.290558
-6.320144,20,39.315483
-8.170786,20,39.341483
-3.469949,20,39.364484
-5.216377,20,39.389007
-5.211797,20,39.417009
-5.694649,20,39.442007
-4.65604,20,39.468082
-3.671673,20,39.491602
-3.833624,20,39.519542
-3.867946,20,39.544543
-4.662364,20,39.567544
