#{"t_start": 1748237572.2546065, "env_id": "None"}
r,l,t
-0.004823,20,105.346759
-0.002994,20,105.375764
-0.003545,20,105.403283
-0.005853,20,105.439283
-0.006895,20,105.470289
-0.006635,20,105.495798
-0.004904,20,105.526802
-0.003943,20,105.559801
-0.005041,20,105.586324
-0.007264,20,105.614325
-0.004263,20,105.650324
-0.00796,20,105.681479
-0.004707,20,105.706481
-0.004722,20,105.736482
-0.006587,20,105.764482
-0.003574,20,105.796
-0.003636,20,105.823
-0.00453,20,105.857
-0.006057,20,105.884516
-0.005054,20,106.896248
-0.002602,20,106.923245
-0.006784,20,106.947248
-0.006507,20,106.971255
-0.00387,20,107.001773
-0.00434,20,107.02877
-0.003916,20,107.054773
-0.002972,20,107.07978
-0.003003,20,107.106292
-0.002439,20,107.133292
-0.003848,20,107.161292
-0.004684,20,107.186807
-0.003853,20,107.213807
-0.003617,20,107.240807
-0.005072,20,107.268814
-0.003139,20,107.293334
-0.002077,20,107.320334
-0.003481,20,107.350335
-0.006154,20,107.374342
-0.002435,20,107.402367
-0.005608,20,107.427362
-0.004958,20,107.454365
-0.003581,20,107.481889
-0.005475,20,107.507889
-0.003763,20,107.534889
-0.002228,20,107.559889
-0.00479,20,107.588403
-0.003313,20,107.614404
-0.002786,20,107.641402
-0.002532,20,107.668411
-0.005485,20,107.693923
-0.003803,20,107.719923
-0.005809,20,107.746922
-0.00369,20,107.774931
-0.002899,20,107.799443
-0.005261,20,107.825443
-0.007019,20,107.852442
-0.007455,20,107.877451
-0.003325,20,107.903962
-0.005023,20,107.930962
-0.004358,20,107.95996
-0.004699,20,107.986478
-0.003866,20,108.012478
-0.005303,20,108.037478
-0.005567,20,108.064476
-0.004142,20,108.088999
-0.003668,20,108.114999
-0.00366,20,108.141
-0.002465,20,108.169006
-0.004759,20,108.203526
-0.003812,20,108.229524
-0.004087,20,108.257526
-0.004478,20,108.292045
-0.005121,20,108.319044
-0.003414,20,108.345045
-0.003592,20,108.375057
-0.003748,20,108.408092
-0.004171,20,108.439092
-0.003738,20,108.466092
-0.003329,20,108.496611
-0.003998,20,108.535611
-0.003744,20,108.568618
-0.005578,20,108.599135
-0.00465,20,108.630135
-0.003645,20,108.658135
-0.00236,20,108.688283
-0.002062,20,108.718283
-0.003102,20,108.751283
-0.003212,20,108.77929
-0.003611,20,108.807801
-0.004059,20,108.838801
-0.003714,20,108.870808
-0.002878,20,108.902323
-0.004738,20,108.936323
-0.002723,20,108.963323
-0.002374,20,108.991836
-0.0043,20,109.027834
-0.002822,20,109.057836
-0.005407,20,109.091361
-0.004243,20,109.120361
-0.004413,20,109.15236
-0.00314,20,109.18037
-0.006101,20,109.207881
-0.002619,20,109.244881
-0.004378,20,109.275885
-0.005033,20,109.303404
-0.004298,20,109.336404
-0.003408,20,109.363404
-0.002548,20,109.389922
-0.003363,20,109.417919
-0.003154,20,109.448438
-0.005186,20,109.479444
-0.002512,20,109.504953
-0.005127,20,109.536953
-0.004675,20,109.563953
-0.003675,20,109.595472
-0.005121,20,109.622472
-0.003387,20,109.652472
-0.005139,20,109.683988
-0.003015,20,109.709991
-0.005626,20,109.737989
-0.005249,20,109.772999
-0.005298,20,110.734744
-0.003128,20,110.758741
-0.003648,20,110.783266
-0.004101,20,110.809264
-0.005352,20,110.835265
-0.00342,20,110.859265
-0.004815,20,110.889783
-0.003882,20,110.912783
-0.003849,20,110.937783
-0.003693,20,110.963783
-0.003689,20,110.987309
-0.002159,20,111.014309
-0.001582,20,111.037309
-0.003642,20,111.062309
-0.002127,20,111.085835
-0.004901,20,111.110834
-0.002968,20,111.136835
-0.00319,20,111.159835
-0.003147,20,111.183358
-0.002494,20,111.209358
-0.002332,20,111.234358
-0.001992,20,111.260355
-0.002546,20,111.283881
-0.003003,20,111.308881
-0.003246,20,111.333881
-0.002107,20,111.359881
-0.003923,20,111.383406
-0.003018,20,111.406405
-0.003489,20,111.437405
-0.002396,20,111.467404
-0.001413,20,111.492485
-0.003287,20,111.515485
-0.005691,20,111.542485
-0.003121,20,111.568488
-0.002913,20,111.592004
-0.002925,20,111.615004
-0.006618,20,111.641005
-0.005588,20,111.665004
-0.004016,20,111.690521
-0.00169,20,111.71352
-0.002604,20,111.737521
-0.003454,20,111.764522
-0.00398,20,111.789034
-0.003006,20,111.814035
-0.001912,20,111.839035
-0.00302,20,111.865036
-0.003758,20,111.890558
-0.004373,20,111.91356
-0.002851,20,111.93656
-0.005217,20,111.96256
-0.005563,20,111.998086
-0.003952,20,112.028086
-0.002751,20,112.055086
-0.002825,20,112.08961
-0.002184,20,112.11661
-0.003201,20,112.14761
-0.003059,20,112.176618
-0.003552,20,112.209138
-0.002604,20,112.236138
-0.003631,20,112.264138
-0.002964,20,112.298661
-0.003154,20,112.324661
-0.001948,20,112.350661
-0.004225,20,112.376667
-0.003217,20,112.40618
-0.004001,20,112.437178
-0.003504,20,112.46318
-0.006463,20,112.489702
-0.00196,20,112.524217
-0.003866,20,112.550216
-0.004907,20,112.581224
-0.004863,20,112.61674
-0.001643,20,112.64274
-0.003433,20,112.66774
-0.00257,20,112.696258
-0.003945,20,112.72526
-0.00377,20,112.757258
-0.00346,20,112.782773
-0.002682,20,112.811781
-0.003944,20,112.843782
-0.003134,20,112.869789
-0.002112,20,112.8983
-0.004284,20,112.9283
-0.003694,20,112.956301
-0.004817,20,112.984821
-0.003933,20,113.013821
-0.004806,20,113.041822
-0.005469,20,113.073829
-0.003092,20,113.099347
-0.0023,20,113.135347
-0.002626,20,113.161345
-0.003615,20,113.191868
-0.003595,20,113.218869
-0.002448,20,113.248869
-0.003153,20,113.279876
-0.003641,20,113.306392
-0.006404,20,113.336392
-0.001815,20,113.368399
-0.002046,20,113.399916
-0.004332,20,113.426912
-0.004217,20,113.455916
-0.00427,20,113.490442
-0.004262,20,113.517439
-0.002945,20,114.486172
-0.003296,20,114.514169
-0.002355,20,114.537172
-0.002158,20,114.561687
-0.003063,20,114.586211
-0.002355,20,114.611214
-0.001969,20,114.636208
-0.003129,20,114.662212
-0.001586,20,114.687729
-0.001953,20,114.712729
-0.001691,20,114.736729
-0.003883,20,114.761731
-0.00315,20,114.785251
-0.003287,20,114.811252
-0.004058,20,114.836251
-0.003511,20,114.862252
-0.002311,20,114.885771
-0.002712,20,114.91177
-0.001596,20,114.944768
-0.004175,20,114.969779
-0.002304,20,114.993294
-0.002778,20,115.018295
-0.002538,20,115.045295
-0.003227,20,115.070302
-0.002399,20,115.092818
-0.003553,20,115.11782
-0.002819,20,115.14382
-0.005692,20,115.167819
-0.003122,20,115.19335
-0.00247,20,115.21835
-0.001696,20,115.24235
-0.003336,20,115.269358
-0.004199,20,115.294868
-0.003155,20,115.321868
-0.004471,20,115.349872
-0.002017,20,115.372875
-0.002446,20,115.397391
-0.004269,20,115.421391
-0.002503,20,115.448391
-0.002762,20,115.474399
-0.002102,20,115.499547
-0.001851,20,115.522549
-0.003409,20,115.554549
-0.002795,20,115.584059
-0.003557,20,115.615066
-0.001539,20,115.643066
-0.00293,20,115.672073
-0.003152,20,115.70359
-0.003572,20,115.72959
-0.002783,20,115.757591
-0.002317,20,115.792108
-0.004046,20,115.817109
-0.00379,20,115.843108
-0.003272,20,115.872116
-0.00286,20,115.906629
-0.002185,20,115.936628
-0.005101,20,115.96363
-0.002686,20,115.993763
-0.003815,20,116.024763
-0.003328,20,116.050763
-0.002703,20,116.08177
-0.004057,20,116.113288
-0.002091,20,116.139288
-0.002492,20,116.166288
-0.002426,20,116.194812
-0.00165,20,116.226809
-0.003361,20,116.253814
-0.00217,20,116.281821
-0.002342,20,116.317333
-0.003804,20,116.342333
-0.00242,20,116.374341
-0.001684,20,116.403852
-0.002247,20,116.429852
-0.002527,20,116.460857
-0.002274,20,116.488373
-0.00531,20,116.523373
-0.001947,20,116.554372
-0.003895,20,116.58038
-0.001979,20,116.610408
-0.003684,20,116.643411
-0.00361,20,116.669419
-0.004104,20,116.696934
-0.003152,20,116.725934
-0.004338,20,116.755934
-0.001565,20,116.782942
-0.001932,20,116.810449
-0.001627,20,116.844449
-0.004347,20,116.874456
-0.00206,20,116.905967
-0.003346,20,116.935967
-0.003443,20,116.966964
-0.0019,20,116.993487
-0.004427,20,117.021487
-0.003313,20,117.057487
-0.002255,20,117.084001
-0.003439,20,117.10901
-0.002886,20,117.13901
-0.003682,20,117.170018
-0.002717,20,117.202062
-0.003704,20,117.230062
-0.004853,20,117.267062
-0.003908,20,117.298589
-0.003067,20,118.298325
-0.003797,20,118.322325
-0.003383,20,118.347325
-0.001715,20,118.371332
-0.001604,20,118.395844
-0.002047,20,118.42184
-0.004458,20,118.447843
-0.002107,20,118.472851
-0.004073,20,118.497363
-0.003047,20,118.523366
-0.003336,20,118.550366
-0.003766,20,118.573374
-0.002511,20,118.598892
-0.002243,20,118.626892
-0.003469,20,118.651895
-0.002144,20,118.677411
-0.001962,20,118.702925
-0.003308,20,118.726923
-0.00336,20,118.753922
-0.001768,20,118.778934
-0.002999,20,118.806448
-0.002811,20,118.830449
-0.002278,20,118.855448
-0.001855,20,118.881456
-0.001647,20,118.904971
-0.001624,20,118.932971
-0.00204,20,118.958972
-0.002482,20,118.982978
-0.002948,20,119.008493
-0.002158,20,119.033494
-0.002087,20,119.057493
-0.004105,20,119.173019
-0.002053,20,119.199534
-0.003935,20,119.227535
-0.002686,20,119.254533
-0.004142,20,119.278538
-0.002458,20,119.309048
-0.001157,20,119.335047
-0.00339,20,119.360047
-0.002189,20,119.395572
-0.002566,20,119.425572
-0.002414,20,119.454572
-0.003942,20,119.485089
-0.003744,20,119.516096
-0.00196,20,119.544098
-0.001804,20,119.578106
-0.002525,20,119.605612
-0.001965,20,119.631611
-0.004023,20,119.658612
-0.002497,20,119.68613
-0.002454,20,119.720138
-0.00326,20,119.750138
-0.002854,20,119.780146
-0.001707,20,119.813664
-0.001905,20,119.843664
-0.003486,20,119.87067
-0.003034,20,119.902184
-0.003148,20,119.933182
-0.001277,20,119.959184
-0.002688,20,119.985707
-0.00263,20,120.021707
-0.002434,20,120.051707
-0.003935,20,120.078717
-0.001663,20,120.114232
-0.003214,20,120.140233
-0.002162,20,120.167233
-0.001782,20,120.195756
-0.002921,20,120.226755
-0.003061,20,120.255755
-0.002138,20,120.283763
-0.002202,20,120.309282
-0.002883,20,120.338282
-0.003378,20,120.37129
-0.003283,20,120.398805
-0.003057,20,120.432803
-0.004344,20,120.458804
-0.002647,20,120.483813
-0.00248,20,120.513324
-0.002293,20,120.540321
-0.00126,20,120.571332
-0.00181,20,120.597847
-0.002212,20,120.622846
-0.001893,20,120.652846
-0.00183,20,120.682854
-0.001773,20,120.709888
-0.002399,20,120.740404
-0.003266,20,120.771404
-0.002832,20,120.797923
-0.00218,20,120.828923
-0.002351,20,120.860922
-0.001453,20,120.891442
-0.003589,20,120.918442
-0.00235,20,120.945443
-0.002261,20,120.98045
-0.002721,20,121.011966
-0.003574,20,121.040967
-0.002327,20,121.073974
-0.002547,20,121.10349
-0.001817,20,121.130487
-0.002619,20,121.16049
-0.002309,20,121.192017
-0.00144,20,121.218016
-0.002939,20,121.245015
-0.001995,20,122.220491
-0.003061,20,122.244491
-0.0007,20,122.268491
-0.001668,20,122.292724
-0.002403,20,122.317724
-0.001948,20,122.343724
-0.001888,20,122.366724
-0.00174,20,122.389242
-0.00082,20,122.415242
-0.001991,20,122.438242
-0.003127,20,122.463242
-0.001535,20,122.486764
-0.002541,20,122.511762
-0.003234,20,122.535764
-0.001893,20,122.559764
-0.002283,20,122.584772
-0.001896,20,122.608914
-0.001578,20,122.634914
-0.002431,20,122.659913
-0.001904,20,122.682921
-0.002102,20,122.708434
-0.002532,20,122.734433
-0.00198,20,122.759433
-0.001882,20,122.782955
-0.000823,20,122.805468
-0.001877,20,122.829471
-0.001602,20,122.853468
-0.001876,20,122.879473
-0.002014,20,122.903981
-0.001798,20,122.929981
-0.003466,20,122.954983
-0.001633,20,122.980989
-0.002738,20,123.003499
-0.00226,20,123.029499
-0.001489,20,123.056498
-0.001833,20,123.079508
-0.003539,20,123.104022
-0.003152,20,123.127023
-0.001175,20,123.152022
-0.002053,20,123.17803
-0.00169,20,123.204549
-0.001874,20,123.228549
-0.001469,20,123.254549
-0.00243,20,123.278557
-0.002586,20,123.304072
-0.001686,20,123.327073
-0.001915,20,123.353072
-0.00157,20,123.388588
-0.001675,20,123.419589
-0.001552,20,123.44759
-0.002471,20,123.474597
-0.001874,20,123.510108
-0.003104,20,123.542105
-0.002103,20,123.571108
-0.001908,20,123.601626
-0.003349,20,123.632627
-0.00249,20,123.661623
-0.001347,20,123.69115
-0.000905,20,123.72915
-0.002447,20,123.76815
-0.002157,20,123.794677
-0.003334,20,123.824673
-0.003412,20,123.857677
-0.001506,20,123.886192
-0.002371,20,123.922201
-0.001999,20,123.950201
-0.002413,20,123.983209
-0.000948,20,124.019719
-0.001578,20,124.047721
-0.002836,20,124.076728
-0.002433,20,124.105243
-0.00404,20,124.133243
-0.002958,20,124.166244
-0.002256,20,124.19876
-0.002039,20,124.23376
-0.002418,20,124.26476
-0.001146,20,124.292284
-0.00321,20,124.322286
-0.003273,20,124.352287
-0.00093,20,124.378291
-0.001086,20,124.40581
-0.001239,20,124.43281
-0.00198,20,124.45981
-0.003119,20,124.493333
-0.002134,20,124.522333
-0.00139,20,124.554333
-0.001701,20,124.579342
-0.002307,20,124.605853
-0.003109,20,124.636854
-0.002162,20,124.667852
-0.002361,20,124.693374
-0.002393,20,124.720376
-0.002704,20,124.753377
-0.002084,20,124.781384
-0.00218,20,124.807903
-0.000933,20,124.83542
-0.003437,20,124.870419
-0.002324,20,124.900939
-0.00212,20,124.927939
-0.001784,20,124.957939
-0.00449,20,124.989466
-0.002096,20,125.014466
-0.002653,20,125.990199
-0.002732,20,126.017199
-0.0017,20,126.0432
-0.003548,20,126.069199
-0.001647,20,126.092721
-0.001271,20,126.119721
-0.002293,20,126.147723
-0.002455,20,126.170721
-0.00207,20,126.19524
-0.001705,20,126.22024
-0.002872,20,126.246241
-0.001465,20,126.272247
-0.002494,20,126.296763
-0.001472,20,126.321763
-0.001921,20,126.347763
-0.002638,20,126.371763
-0.003362,20,126.398283
-0.00278,20,126.424283
-0.002326,20,126.449285
-0.00134,20,126.473287
-0.002295,20,126.496806
-0.002817,20,126.525806
-0.002661,20,126.551806
-0.002034,20,126.574813
-0.001483,20,126.600322
-0.002969,20,126.62432
-0.002817,20,126.65132
-0.003343,20,126.677329
-0.001378,20,126.701841
-0.001538,20,126.724844
-0.002575,20,126.749844
-0.001366,20,126.776852
-0.001704,20,126.802363
-0.001329,20,126.826365
-0.001648,20,126.852363
-0.000913,20,126.879886
-0.001767,20,126.905403
-0.002817,20,126.928402
-0.0031,20,126.953403
-0.001508,20,126.978411
-0.001925,20,127.00692
-0.002075,20,127.03192
-0.001871,20,127.057922
-0.00196,20,127.083931
-0.001507,20,127.111442
-0.002817,20,127.137442
-0.002753,20,127.165441
-0.002977,20,127.194963
-0.003125,20,127.227963
-0.001402,20,127.254964
-0.001909,20,127.283972
-0.002301,20,127.31849
-0.000849,20,127.35149
-0.00181,20,127.380497
-0.001286,20,127.410013
-0.001704,20,127.444012
-0.001201,20,127.47101
-0.001186,20,127.501532
-0.002221,20,127.529532
-0.002384,20,127.560532
-0.001312,20,127.589055
-0.002496,20,127.619055
-0.002239,20,127.647056
-0.003362,20,127.680063
-0.00165,20,127.708582
-0.001966,20,127.738583
-0.002669,20,127.772587
-0.002079,20,127.800101
-0.002217,20,127.8361
-0.00124,20,127.869102
-0.001382,20,127.898133
-0.002459,20,127.925133
-0.001336,20,127.959133
-0.002475,20,127.98765
-0.001196,20,128.015659
-0.001077,20,128.045659
-0.001331,20,128.076664
-0.002137,20,128.103181
-0.003114,20,128.140182
-0.001494,20,128.171182
-0.002256,20,128.197694
-0.002275,20,128.224692
-0.001755,20,128.259693
-0.002231,20,128.285703
-0.002115,20,128.312218
-0.001798,20,128.342218
-0.002306,20,128.377224
-0.002199,20,128.403733
-0.002178,20,128.431734
-0.002559,20,128.459735
-0.001516,20,128.492258
-0.001956,20,128.519258
-0.001609,20,128.549258
-0.001567,20,128.584265
-0.00154,20,128.62136
-0.002321,20,128.656359
-0.001606,20,128.691886
-0.002333,20,128.723886
-0.001521,20,128.751886
-0.001666,20,128.777894
-0.001314,20,128.813412
-0.001777,20,128.846415
-0.003371,20,129.813131
-0.003261,20,129.839134
-0.002721,20,129.865134
-0.001426,20,129.888655
-0.002344,20,129.914655
-0.003144,20,129.944171
-0.001853,20,129.969172
-0.002517,20,129.993693
-0.002323,20,130.020691
-0.001925,20,130.049691
-0.00093,20,130.074698
-0.002368,20,130.098207
-0.002651,20,130.124209
-0.001783,20,130.151209
-0.001805,20,130.176217
-0.002603,20,130.201732
-0.001271,20,130.226732
-0.002375,20,130.255728
-0.001875,20,130.279741
-0.001333,20,130.303258
-0.002296,20,130.329259
-0.002727,20,130.355261
-0.001568,20,130.382267
-0.001506,20,130.406783
-0.002992,20,130.432783
-0.001076,20,130.45778
-0.001357,20,130.48279
-0.001693,20,130.508302
-0.001501,20,130.532302
-0.002285,20,130.561302
-0.00112,20,130.593821
-0.000996,20,130.619821
-0.001696,20,130.647821
-0.002289,20,130.682822
-0.00262,20,130.710344
-0.001683,20,130.736344
-0.001716,20,130.766344
-0.00151,20,130.792868
-0.001023,20,130.824866
-0.001588,20,130.852866
-0.002039,20,130.882877
-0.003584,20,130.913386
-0.00199,20,130.939385
-0.001539,20,130.965385
-0.00212,20,130.995413
-0.002527,20,131.026414
-0.001885,20,131.052413
-0.002364,20,131.081421
-0.002315,20,131.114936
-0.00266,20,131.145936
-0.001544,20,131.173941
-0.001145,20,131.203451
-0.001335,20,131.234451
-0.002172,20,131.260453
-0.002658,20,131.286458
-0.001683,20,131.32197
-0.002241,20,131.347973
-0.001869,20,131.373981
-0.001584,20,131.403491
-0.002239,20,131.438492
-0.000817,20,131.469491
-0.002302,20,131.496016
-0.00148,20,131.531015
-0.00215,20,131.557016
-0.001503,20,131.584024
-0.001164,20,131.612543
-0.002067,20,131.640543
-0.002011,20,131.67855
-0.002214,20,131.705067
-0.001598,20,131.741067
-0.00323,20,131.772066
-0.002445,20,131.79759
-0.002057,20,131.827592
-0.002296,20,131.861592
-0.002426,20,131.888106
-0.00222,20,131.915115
-0.002081,20,131.951115
-0.002804,20,131.982123
-0.001894,20,132.007678
-0.001931,20,132.035678
-0.00214,20,132.065678
-0.001149,20,132.093203
-0.001398,20,132.126202
-0.001211,20,132.156202
-0.002312,20,132.18721
-0.001502,20,132.213721
-0.00147,20,132.242721
-0.002793,20,132.275725
-0.00107,20,132.302246
-0.002076,20,132.328245
-0.001705,20,132.359245
-0.001548,20,132.395761
-0.001575,20,132.423761
-0.001873,20,132.452762
-0.001422,20,132.482769
-0.001576,20,132.514285
-0.001827,20,132.542286
-0.001238,20,132.571283
-0.001451,20,132.602803
-0.001535,20,132.628803
-0.002592,20,132.655803
-0.00199,20,132.686811
-0.001662,20,132.718325
-0.001498,20,133.748058
-0.00258,20,133.775067
-0.000938,20,133.799582
-0.001576,20,133.826583
-0.001565,20,133.855584
-0.001712,20,133.88259
-0.001726,20,133.907101
-0.001354,20,133.935101
-0.00208,20,133.960104
-0.001328,20,133.987109
-0.001881,20,134.011625
-0.001873,20,134.037623
-0.00153,20,134.064141
-0.002323,20,134.09166
-0.002001,20,134.11666
-0.001735,20,134.14366
-0.002271,20,134.171661
-0.001162,20,134.19618
-0.001787,20,134.221179
-0.001356,20,134.246178
-0.001425,20,134.275187
-0.001348,20,134.301703
-0.001751,20,134.325703
-0.001791,20,134.351701
-0.001199,20,134.380711
-0.000953,20,134.406222
-0.001799,20,134.431222
-0.002291,20,134.457221
-0.002406,20,134.48423
-0.002202,20,134.510742
-0.001765,20,134.534745
-0.001529,20,134.560745
-0.000911,20,134.592266
-0.002612,20,134.619265
-0.002013,20,134.643268
-0.000752,20,134.670269
-0.00106,20,134.69879
-0.001787,20,134.724792
-0.0015,20,134.749792
-0.001256,20,134.778797
-0.001791,20,134.813304
-0.001817,20,134.838304
-0.00193,20,134.866304
-0.001542,20,134.893827
-0.001801,20,134.923828
-0.001679,20,134.952827
-0.002368,20,134.980835
-0.001838,20,135.015346
-0.001579,20,135.042347
-0.001174,20,135.068347
-0.001268,20,135.099381
-0.001621,20,135.128381
-0.001144,20,135.160381
-0.001675,20,135.187389
-0.002558,20,135.222905
-0.001194,20,135.250904
-0.002099,20,135.279913
-0.00104,20,135.309433
-0.00187,20,135.343432
-0.001423,20,135.369432
-0.002167,20,135.396956
-0.002394,20,135.430956
-0.002115,20,135.458953
-0.001612,20,135.483966
-0.001299,20,135.511483
-0.002369,20,135.541483
-0.001464,20,135.573481
-0.001516,20,135.600007
-0.001384,20,135.630007
-0.00146,20,135.663007
-0.002365,20,135.689015
-0.001074,20,135.716534
-0.001631,20,135.747531
-0.001339,20,135.786542
-0.001497,20,135.813054
-0.002955,20,135.848057
-0.001259,20,135.878065
-0.001227,20,135.906266
-0.001175,20,135.935262
-0.000809,20,135.965261
-0.001946,20,135.996787
-0.0008,20,136.023784
-0.001722,20,136.060783
-0.001184,20,136.092304
-0.001086,20,136.117818
-0.001589,20,136.145816
-0.00184,20,136.179824
-0.001252,20,136.208345
-0.002374,20,136.240345
-0.000916,20,136.270344
-0.001896,20,136.297866
-0.002176,20,136.328864
-0.00121,20,136.355863
-0.002201,20,136.391385
-0.002479,20,136.422385
-0.002533,20,136.450384
-0.001425,20,136.478393
-0.001323,20,136.512901
-0.00163,20,136.538904
-0.001478,20,136.566903
-0.001823,20,136.602424
-0.001411,20,136.628425
-0.001374,20,137.662193
-0.000899,20,137.688201
-0.000461,20,137.712717
-0.001411,20,137.738716
-0.001433,20,137.768716
-0.001817,20,137.794231
-0.000847,20,137.821232
-0.001209,20,137.845231
-0.001012,20,137.872231
-0.001325,20,137.898755
-0.001985,20,137.922755
-0.001381,20,137.948755
-0.001307,20,137.973755
-0.001338,20,137.998282
-0.00173,20,138.024282
-0.001794,20,138.051282
-0.001547,20,138.07729
-0.001309,20,138.103806
-0.002781,20,138.127805
-0.000811,20,138.16974
-0.00182,20,138.194256
-0.001092,20,138.219256
-0.001764,20,138.245256
-0.001976,20,138.272256
-0.00139,20,138.297764
-0.001083,20,138.322764
-0.001059,20,138.348765
-0.001227,20,138.373766
-0.002893,20,138.402815
-0.000792,20,138.429817
-0.001721,20,138.454817
-0.001972,20,138.479823
-0.001055,20,138.507333
-0.001498,20,138.534333
-0.001609,20,138.560333
-0.001039,20,138.586334
-0.002054,20,138.614843
-0.001791,20,138.638843
-0.000886,20,138.664842
-0.001395,20,138.688848
-0.001521,20,138.715358
-0.001348,20,138.740359
-0.000785,20,138.770359
-0.002138,20,138.794875
-0.002101,20,138.821875
-0.001137,20,138.849873
-0.001098,20,138.874875
-0.00215,20,138.90239
-0.000862,20,138.929388
-0.001093,20,138.955398
-0.002233,20,138.98341
-0.001511,20,139.010926
-0.001545,20,139.041928
-0.001933,20,139.073928
-0.001194,20,139.104455
-0.001589,20,139.138444
-0.000902,20,139.165443
-0.00152,20,139.198468
-0.001362,20,139.233469
-0.002196,20,139.25947
-0.001537,20,139.285475
-0.000788,20,139.312987
-0.001117,20,139.348987
-0.000604,20,139.378987
-0.001297,20,139.407038
-0.001229,20,139.436038
-0.001277,20,139.469038
-0.001634,20,139.500555
-0.000797,20,139.527552
-0.001349,20,139.557552
-0.001205,20,139.59009
-0.001691,20,139.617095
-0.00144,20,139.644096
-0.001308,20,139.674095
-0.001647,20,139.706608
-0.000734,20,139.733608
-0.001425,20,139.764616
-0.001838,20,139.795142
-0.000808,20,139.820138
-0.001229,20,139.851138
-0.001041,20,139.88214
-0.00102,20,139.908165
-0.001899,20,139.936165
-0.001081,20,139.963165
-0.001046,20,139.993681
-0.001458,20,140.024682
-0.001346,20,140.054679
-0.001243,20,140.087687
-0.001608,20,140.114198
-0.001643,20,140.142198
-0.001684,20,140.1772
-0.000841,20,140.204744
-0.001401,20,140.233744
-0.000761,20,140.261744
-0.001346,20,140.290249
-0.001159,20,140.324254
-0.000825,20,140.357252
-0.001634,20,140.392768
-0.001543,20,140.423768
-0.001008,20,140.450768
-0.002231,20,140.481773
-0.000973,20,140.51428
-0.001736,20,140.540283
-0.0014,20,141.506546
-0.000751,20,141.53355
-0.001098,20,141.55955
-0.001373,20,141.583557
-0.001027,20,141.608073
-0.001082,20,141.633071
-0.00187,20,141.659073
-0.001614,20,141.68408
-0.001417,20,141.710593
-0.001716,20,141.736592
-0.001074,20,141.762592
-0.000985,20,141.788595
-0.001001,20,141.812111
-0.001117,20,141.837107
-0.000895,20,141.866111
-0.000974,20,141.89263
-0.001373,20,141.916626
-0.001197,20,141.94263
-0.000849,20,141.97063
-0.001698,20,141.995145
-0.000974,20,142.018148
-0.001989,20,142.044147
-0.001214,20,142.071148
-0.001637,20,142.096672
-0.001604,20,142.120672
-0.001089,20,142.144672
-0.001098,20,142.170672
-0.000767,20,142.198193
-0.002025,20,142.22119
-0.001652,20,142.244189
-0.000856,20,142.271704
-0.000969,20,142.297223
-0.001225,20,142.32722
-0.000906,20,142.354223
-0.00091,20,142.383228
-0.000877,20,142.407744
-0.001428,20,142.433746
-0.001301,20,142.456744
-0.001681,20,142.492967
-0.000558,20,142.518969
-0.00059,20,142.543969
-0.001124,20,142.570969
-0.001441,20,142.606497
-0.001506,20,142.636497
-0.001254,20,142.662497
-0.001218,20,142.692012
-0.000694,20,142.724022
-0.001049,20,142.751022
-0.001353,20,142.776022
-0.001037,20,142.80754
-0.000962,20,142.840538
-0.000315,20,142.86654
-0.001446,20,142.894063
-0.000767,20,142.930061
-0.0015,20,142.961065
-0.001308,20,142.986072
-0.001165,20,143.017591
-0.001496,20,143.047591
-0.00133,20,143.073591
-0.000706,20,143.104115
-0.001433,20,143.144115
-0.001241,20,143.172116
-0.00087,20,143.202634
-0.002438,20,143.232637
-0.001374,20,143.263635
-0.001591,20,143.289156
-0.001223,20,143.316673
-0.001118,20,143.351675
-0.000669,20,143.37768
-0.001522,20,143.403195
-0.001242,20,143.432196
-0.001802,20,143.460193
-0.001565,20,143.487203
-0.000851,20,143.520723
-0.001922,20,143.550723
-0.002272,20,143.580734
-0.001266,20,143.612242
-0.000793,20,143.641239
-0.001016,20,143.672242
-0.001298,20,143.704761
-0.001345,20,143.733761
-0.000688,20,143.759759
-0.001794,20,143.795283
-0.001556,20,143.829286
-0.001599,20,143.858286
-0.001326,20,143.889289
-0.001131,20,143.921804
-0.000844,20,143.950804
-0.00092,20,143.981812
-0.001623,20,144.014327
-0.001043,20,144.040327
-0.001363,20,144.070327
-0.00228,20,144.103848
-0.001168,20,144.129848
-0.000883,20,144.157848
-0.001521,20,144.186856
-0.00096,20,144.220372
-0.000736,20,144.246372
-0.001046,20,144.273374
-0.001812,20,144.3104
-0.000728,20,144.3414
-0.001169,20,144.368401
-0.001,20,145.334153
-0.000687,20,145.361153
-0.001288,20,145.387161
-0.00187,20,145.41168
-0.00162,20,145.437681
-0.001839,20,145.465681
-0.00111,20,145.491688
-0.00126,20,145.518047
-0.00118,20,145.544046
-0.001712,20,145.570049
-0.000999,20,145.595562
-0.001108,20,145.619564
-0.000684,20,145.646565
-0.00081,20,145.675564
-0.000902,20,145.701089
-0.001178,20,145.725089
-0.001356,20,145.75109
-0.001052,20,145.780094
-0.00134,20,145.805604
-0.001111,20,145.830607
-0.001304,20,145.857604
-0.000962,20,145.884613
-0.001726,20,145.90913
-0.001358,20,145.93313
-0.00113,20,145.95913
-0.000882,20,145.988133
-0.000965,20,146.014645
-0.001378,20,146.038645
-0.000465,20,146.072645
-0.001153,20,146.105167
-0.001141,20,146.131168
